scope,itemId,totalMcq,correctLongestCount,correctLongestPct,correctIndex,correctWordLength,longestDistractorWordLength,correctCharLength,longestDistractorCharLength,severity,result,notes,lessonId,sourceId
"item","cmpdgkud3006eevu9jb8e6dht:independentPractice:1","1","1","1","0","10","7","66","49","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 3 words and 35% chars.","cmpdgkud3006eevu9jb8e6dht","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgkud3006eevu9jb8e6dht:independentPractice:4","1","1","1","3","6","6","40","30","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 0 words and 33% chars.","cmpdgkud3006eevu9jb8e6dht","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgkud3006eevu9jb8e6dht:exitTicket:1","1","0","0","1","3","3","24","24","INFO","PASS","Correct choice length is within threshold.","cmpdgkud3006eevu9jb8e6dht","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgkud3006eevu9jb8e6dht:masteryCheck:3","1","1","1","3","6","6","40","30","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 0 words and 33% chars.","cmpdgkud3006eevu9jb8e6dht","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","5","3","0.6","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 60% of MCQs.","cmpdgkud3006eevu9jb8e6dht","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgm4f3006mevu91x36jxg8:guidedPractice:1","1","0","0","2","3","7","20","39","INFO","PASS","Correct choice length is within threshold.","cmpdgm4f3006mevu91x36jxg8","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgm4f3006mevu91x36jxg8:guidedPractice:2","1","0","0","2","3","7","20","59","INFO","PASS","Correct choice length is within threshold.","cmpdgm4f3006mevu91x36jxg8","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgm4f3006mevu91x36jxg8:independentPractice:1","1","0","0","3","3","7","23","64","INFO","PASS","Correct choice length is within threshold.","cmpdgm4f3006mevu91x36jxg8","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgm4f3006mevu91x36jxg8:independentPractice:2","1","0","0","2","3","7","20","53","INFO","PASS","Correct choice length is within threshold.","cmpdgm4f3006mevu91x36jxg8","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgm4f3006mevu91x36jxg8:independentPractice:4","1","0","0","2","3","7","20","56","INFO","PASS","Correct choice length is within threshold.","cmpdgm4f3006mevu91x36jxg8","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgm4f3006mevu91x36jxg8:masteryCheck:1","1","0","0","2","3","7","20","54","INFO","PASS","Correct choice length is within threshold.","cmpdgm4f3006mevu91x36jxg8","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgm4f3006mevu91x36jxg8:masteryCheck:3","1","0","0","2","3","7","20","46","INFO","PASS","Correct choice length is within threshold.","cmpdgm4f3006mevu91x36jxg8","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","7","0","0","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdgm4f3006mevu91x36jxg8","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgpv0n006zevu9ueolu61j:guidedPractice:1","1","1","1","0","8","9","39","38","INFO","PASS","Correct choice length is within threshold.","cmpdgpv0n006zevu9ueolu61j","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgpv0n006zevu9ueolu61j:guidedPractice:3","1","1","1","1","10","8","55","43","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 28% chars.","cmpdgpv0n006zevu9ueolu61j","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgpv0n006zevu9ueolu61j:independentPractice:1","1","1","1","0","7","9","51","47","INFO","PASS","Correct choice length is within threshold.","cmpdgpv0n006zevu9ueolu61j","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgpv0n006zevu9ueolu61j:independentPractice:3","1","1","1","1","8","8","56","43","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 0 words and 30% chars.","cmpdgpv0n006zevu9ueolu61j","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgpv0n006zevu9ueolu61j:masteryCheck:1","1","0","0","0","7","9","44","54","INFO","PASS","Correct choice length is within threshold.","cmpdgpv0n006zevu9ueolu61j","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgpv0n006zevu9ueolu61j:masteryCheck:3","1","1","1","1","8","8","56","43","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 0 words and 30% chars.","cmpdgpv0n006zevu9ueolu61j","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","6","5","0.8333","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 83% of MCQs.","cmpdgpv0n006zevu9ueolu61j","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgvi9g0082evu9jlk35wzb:guidedPractice:1","1","0","0","0","6","6","33","35","INFO","PASS","Correct choice length is within threshold.","cmpdgvi9g0082evu9jlk35wzb","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgvi9g0082evu9jlk35wzb:guidedPractice:2","1","0","0","0","6","6","40","42","INFO","PASS","Correct choice length is within threshold.","cmpdgvi9g0082evu9jlk35wzb","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgvi9g0082evu9jlk35wzb:independentPractice:1","1","0","0","0","6","6","38","40","INFO","PASS","Correct choice length is within threshold.","cmpdgvi9g0082evu9jlk35wzb","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgvi9g0082evu9jlk35wzb:independentPractice:2","1","0","0","0","6","6","37","39","INFO","PASS","Correct choice length is within threshold.","cmpdgvi9g0082evu9jlk35wzb","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgvi9g0082evu9jlk35wzb:independentPractice:3","1","0","0","0","6","6","34","36","INFO","PASS","Correct choice length is within threshold.","cmpdgvi9g0082evu9jlk35wzb","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgvi9g0082evu9jlk35wzb:masteryCheck:1","1","0","0","0","6","6","32","34","INFO","PASS","Correct choice length is within threshold.","cmpdgvi9g0082evu9jlk35wzb","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgvi9g0082evu9jlk35wzb:masteryCheck:2","1","0","0","0","6","6","35","37","INFO","PASS","Correct choice length is within threshold.","cmpdgvi9g0082evu9jlk35wzb","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","7","0","0","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdgvi9g0082evu9jlk35wzb","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgvnv5008aevu90h6ug77j:guidedPractice:1","1","1","1","1","4","3","22","14","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 1 words and 57% chars.","cmpdgvnv5008aevu90h6ug77j","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgvnv5008aevu90h6ug77j:independentPractice:1","1","1","1","1","6","5","23","19","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 1 words and 21% chars.","cmpdgvnv5008aevu90h6ug77j","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgvnv5008aevu90h6ug77j:independentPractice:4","1","1","1","1","5","3","24","16","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 50% chars.","cmpdgvnv5008aevu90h6ug77j","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgvnv5008aevu90h6ug77j:exitTicket:2","1","1","1","1","6","4","27","19","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 42% chars.","cmpdgvnv5008aevu90h6ug77j","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgvnv5008aevu90h6ug77j:masteryCheck:2","1","1","1","1","5","3","21","12","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 75% chars.","cmpdgvnv5008aevu90h6ug77j","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","5","5","1","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 100% of MCQs.","cmpdgvnv5008aevu90h6ug77j","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdh2xsi0098evu9zawl135n:guidedPractice:1","1","0","0","0","5","7","35","42","INFO","PASS","Correct choice length is within threshold.","cmpdh2xsi0098evu9zawl135n","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdh2xsi0098evu9zawl135n:independentPractice:1","1","0","0","0","6","7","39","44","INFO","PASS","Correct choice length is within threshold.","cmpdh2xsi0098evu9zawl135n","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdh2xsi0098evu9zawl135n:exitTicket:1","1","1","1","0","8","8","58","51","INFO","PASS","Correct choice length is within threshold.","cmpdh2xsi0098evu9zawl135n","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdh2xsi0098evu9zawl135n:masteryCheck:1","1","1","1","0","10","5","64","36","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 5 words and 78% chars.","cmpdh2xsi0098evu9zawl135n","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","4","2","0.5","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 50% of MCQs.","cmpdh2xsi0098evu9zawl135n","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdh3j20009gevu9lc0iynfk:guidedPractice:1","1","1","1","0","6","6","46","36","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 0 words and 28% chars.","cmpdh3j20009gevu9lc0iynfk","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdh3j20009gevu9lc0iynfk:guidedPractice:3","1","1","1","0","8","9","48","47","INFO","PASS","Correct choice length is within threshold.","cmpdh3j20009gevu9lc0iynfk","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","2","2","1","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 100% of MCQs.","cmpdh3j20009gevu9lc0iynfk","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdh5m7u009qevu9b6sq9ivk:guidedPractice:1","1","0","0","1","3","6","13","26","INFO","PASS","Correct choice length is within threshold.","cmpdh5m7u009qevu9b6sq9ivk","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdh5m7u009qevu9b6sq9ivk:independentPractice:1","1","0","0","1","3","3","14","15","INFO","PASS","Correct choice length is within threshold.","cmpdh5m7u009qevu9b6sq9ivk","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdh5m7u009qevu9b6sq9ivk:exitTicket:1","1","0","0","1","3","6","14","27","INFO","PASS","Correct choice length is within threshold.","cmpdh5m7u009qevu9b6sq9ivk","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdh5m7u009qevu9b6sq9ivk:masteryCheck:1","1","1","1","1","5","3","20","18","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 11% chars.","cmpdh5m7u009qevu9b6sq9ivk","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","4","1","0.25","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdh5m7u009qevu9b6sq9ivk","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdha1hu00abevu9csx08m68:guidedPractice:1","1","0","0","0","10","10","57","62","INFO","PASS","Correct choice length is within threshold.","cmpdha1hu00abevu9csx08m68","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdha1hu00abevu9csx08m68:guidedPractice:3","1","1","1","2","8","6","39","30","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 30% chars.","cmpdha1hu00abevu9csx08m68","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdha1hu00abevu9csx08m68:independentPractice:1","1","1","1","1","5","4","27","24","WARNING","PASS","PSSA_MCQ_CORRECT_IS_LONGEST warning: correct choice is single longest by 1 word.","cmpdha1hu00abevu9csx08m68","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdha1hu00abevu9csx08m68:independentPractice:3","1","0","0","1","5","6","30","31","INFO","PASS","Correct choice length is within threshold.","cmpdha1hu00abevu9csx08m68","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdha1hu00abevu9csx08m68:independentPractice:4","1","1","1","1","5","5","32","30","INFO","PASS","Correct choice length is within threshold.","cmpdha1hu00abevu9csx08m68","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdha1hu00abevu9csx08m68:exitTicket:2","1","1","1","1","4","5","24","22","INFO","PASS","Correct choice length is within threshold.","cmpdha1hu00abevu9csx08m68","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdha1hu00abevu9csx08m68:masteryCheck:1","1","1","1","2","11","7","60","47","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 4 words and 28% chars.","cmpdha1hu00abevu9csx08m68","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdha1hu00abevu9csx08m68:masteryCheck:2","1","1","1","1","5","5","32","30","INFO","PASS","Correct choice length is within threshold.","cmpdha1hu00abevu9csx08m68","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdha1hu00abevu9csx08m68:masteryCheck:3","1","0","0","1","5","6","30","31","INFO","PASS","Correct choice length is within threshold.","cmpdha1hu00abevu9csx08m68","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","9","6","0.6667","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 67% of MCQs.","cmpdha1hu00abevu9csx08m68","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdhas9n00ajevu9teh71x9k:guidedPractice:1","1","1","1","0","9","7","47","40","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 18% chars.","cmpdhas9n00ajevu9teh71x9k","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdhas9n00ajevu9teh71x9k:independentPractice:1","1","1","1","0","9","7","68","45","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 51% chars.","cmpdhas9n00ajevu9teh71x9k","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdhas9n00ajevu9teh71x9k:independentPractice:4","1","1","1","0","14","13","92","90","WARNING","PASS","PSSA_MCQ_CORRECT_IS_LONGEST warning: correct choice is single longest by 1 word.","cmpdhas9n00ajevu9teh71x9k","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdhas9n00ajevu9teh71x9k:masteryCheck:1","1","1","1","0","10","11","64","57","INFO","PASS","Correct choice length is within threshold.","cmpdhas9n00ajevu9teh71x9k","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","4","4","1","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 100% of MCQs.","cmpdhas9n00ajevu9teh71x9k","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdhcgsm00awevu9rk3hmgr4:guidedPractice:1","1","1","1","1","10","6","54","38","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 4 words and 42% chars.","cmpdhcgsm00awevu9rk3hmgr4","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdhcgsm00awevu9rk3hmgr4:independentPractice:1","1","1","1","1","9","7","48","34","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 41% chars.","cmpdhcgsm00awevu9rk3hmgr4","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdhcgsm00awevu9rk3hmgr4:independentPractice:4","1","0","0","3","9","9","55","55","INFO","PASS","Correct choice length is within threshold.","cmpdhcgsm00awevu9rk3hmgr4","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdhcgsm00awevu9rk3hmgr4:exitTicket:1","1","1","1","1","15","10","105","68","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 5 words and 54% chars.","cmpdhcgsm00awevu9rk3hmgr4","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdhcgsm00awevu9rk3hmgr4:masteryCheck:1","1","1","1","1","10","6","54","38","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 4 words and 42% chars.","cmpdhcgsm00awevu9rk3hmgr4","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","5","4","0.8","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 80% of MCQs.","cmpdhcgsm00awevu9rk3hmgr4","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
